"Listing of the SUBTLEX-GR entries that resulted from the spell-checking process along with their frequency and lexical characteristics." 
"Please refer to the manuscript for a detailed description of the information contained in each column." 
 
 
"ID" "Word" "FREQcount" "CD" "SUBTLEX_WF" "Lg10WF" "SUBTLEX_CD" "Lg10CD" "FREQlow" "FREQupper" "N" "OLD20" "Length" "SUBTLEX_WF_full"
10321 "ανθρωποώρα" 2 1 0.0864 0.4771 0.0182 0.3010 2 0 0 3.2 10 0.0720
10322 "ανθρωποωρών" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 3.55 11 0.0360
10323 "ανθρώπων" 1130 806 48.7883 3.0535 14.6333 2.9069 1087 43 1 2.15 8 40.7043
10324 "ανθυγιεινά" 4 4 0.1727 0.6990 0.0726 0.6990 4 0 3 3.35 10 0.1441
10325 "Ανθυγιεινέ" 1 1 0.0432 0.3010 0.0182 0.3010 0 1 3 3.35 10 0.0360
10326 "ανθυγιεινές" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 1 3.6 11 0.1081
10327 "ανθυγιεινή" 8 8 0.3454 0.9542 0.1452 0.9542 7 1 3 3.5 10 0.2882
10328 "ανθυγιεινό" 32 30 1.3816 1.5185 0.5447 1.4914 29 3 3 3.3 10 1.1527
10329 "ανθυγιεινοί" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 1 3.8 11 0.0720
10330 "ανθυγιεινός" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 2 3.4 11 0.0720
10331 "ανθύλλια" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 3.15 8 0.0360
10332 "ανθυπασπιστά" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 4.35 12 0.0360
10333 "Ανθυπασπιστές" 2 1 0.0864 0.4771 0.0182 0.3010 0 2 1 4.3 13 0.0720
10334 "Ανθυπασπιστής" 1 1 0.0432 0.3010 0.0182 0.3010 0 1 1 4.25 13 0.0360
10335 "ανθυπαστυνόμε" 15 9 0.6476 1.2041 0.1634 1.0000 9 6 1 4.5 13 0.5403
10336 "ανθυπαστυνόμο" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 1 4.15 13 0.1081
10337 "ανθυπαστυνόμος" 19 12 0.8203 1.3010 0.2179 1.1139 13 6 1 4.25 14 0.6844
10338 "ανθυπαστυνόμου" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 4.3 14 0.0360
10339 "ανθυπαστυνόμους" 3 2 0.1295 0.6021 0.0363 0.4771 3 0 0 4.65 15 0.1081
10340 "ανθύπατε" 5 3 0.2159 0.7782 0.0545 0.6021 4 1 1 2.85 8 0.1801
10341 "ανθύπατο" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 2.8 8 0.0360
10342 "ανθύπατος" 2 1 0.0864 0.4771 0.0182 0.3010 2 0 0 2.85 9 0.0720
10343 "ανθυπίλαρχος" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 0 4.65 12 0.0720
10344 "ανθυποβρυχιακά" 2 1 0.0864 0.4771 0.0182 0.3010 2 0 1 5.8 14 0.0720
10345 "ανθυποβρυχιακό" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 1 5.55 14 0.0720
10346 "Ανθυπολοχαγέ" 3 3 0.1295 0.6021 0.0545 0.6021 0 3 1 4.1 12 0.1081
10347 "ανθυπολοχαγό" 5 2 0.2159 0.7782 0.0363 0.4771 3 2 1 3.75 12 0.1801
10348 "ανθυπολοχαγοί" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 2 3.9 13 0.0360
10349 "ανθυπολοχαγός" 13 9 0.5613 1.1461 0.1634 1.0000 7 6 2 3.8 13 0.4683
10350 "Ανθυπολοχαγού" 4 2 0.1727 0.6990 0.0363 0.4771 1 3 2 3.85 13 0.1441
10351 "Ανθυποπλοίαρχε" 17 5 0.7340 1.2553 0.0908 0.7782 4 13 1 4.5 14 0.6124
10352 "ανθυποπλοίαρχο" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 4.1 14 0.0360
10353 "ανθυποπλοίαρχοι" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 4.45 15 0.0360
10354 "ανθυποπλοίαρχος" 19 9 0.8203 1.3010 0.1634 1.0000 15 4 1 4.25 15 0.6844
10355 "Ανθυποσμηναγέ" 4 2 0.1727 0.6990 0.0363 0.4771 1 3 1 4.6 13 0.1441
10356 "Ανθυποσμηναγό" 1 1 0.0432 0.3010 0.0182 0.3010 0 1 1 4.15 13 0.0360
10357 "Ανθυποσμηναγός" 2 2 0.0864 0.4771 0.0363 0.4771 0 2 1 4.4 14 0.0720
10358 "Ανθυποσμηναγού" 1 1 0.0432 0.3010 0.0182 0.3010 0 1 1 4.4 14 0.0360
10359 "ανία" 26 22 1.1226 1.4314 0.3994 1.3617 24 2 15 1 4 0.9366
10360 "ανιαρά" 13 12 0.5613 1.1461 0.2179 1.1139 13 0 5 1.75 6 0.4683
10361 "ανιαρές" 9 9 0.3886 1.0000 0.1634 1.0000 9 0 5 1.75 7 0.3242
10362 "ανιαρή" 43 37 1.8565 1.6435 0.6718 1.5798 42 1 4 1.75 6 1.5489
10363 "ανιαρής" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 2 1.85 7 0.0360
10364 "ανιαρό" 37 34 1.5975 1.5798 0.6173 1.5441 32 5 4 1.7 6 1.3328
10365 "Ανιαροί" 7 7 0.3022 0.9031 0.1271 0.9031 3 4 1 1.9 7 0.2522
10366 "ανιαρός" 18 16 0.7772 1.2788 0.2905 1.2304 17 1 4 1.7 7 0.6484
10367 "ανιαρούς" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 2 2 8 0.1081
10368 "ανιαρών" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 3 1.85 7 0.0360
10369 "ανίας" 4 3 0.1727 0.6990 0.0545 0.6021 4 0 8 1.4 5 0.1441
10370 "ανίατα" 2 1 0.0864 0.4771 0.0182 0.3010 2 0 3 1.8 6 0.0720
10371 "ανίατες" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 2 1.9 7 0.0360
10372 "ανίατη" 31 30 1.3384 1.5051 0.5447 1.4914 28 3 4 1.8 6 1.1167
10373 "ανίατο" 4 3 0.1727 0.6990 0.0545 0.6021 4 0 3 1.85 6 0.1441
10374 "ανίατους" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 1.95 8 0.0360
10375 "ανιάτων" 2 1 0.0864 0.4771 0.0182 0.3010 1 1 2 1.75 7 0.0720
10376 "ανίατων" 2 2 0.0864 0.4771 0.0363 0.4771 1 1 2 1.75 7 0.0720
10377 "ανίδεα" 3 3 0.1295 0.6021 0.0545 0.6021 2 1 3 1.85 6 0.1081
10378 "ανίδεε" 2 1 0.0864 0.4771 0.0182 0.3010 2 0 3 2.1 6 0.0720
10379 "ανίδεες" 2 2 0.0864 0.4771 0.0363 0.4771 1 1 2 1.85 7 0.0720
10380 "ανίδεη" 7 6 0.3022 0.9031 0.1089 0.8451 6 1 3 1.8 6 0.2522
10381 "ανίδεης" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 2 2 7 0.0360
10382 "ανίδεο" 8 7 0.3454 0.9542 0.1271 0.9031 8 0 3 1.75 6 0.2882
10383 "ανίδεοι" 19 17 0.8203 1.3010 0.3086 1.2553 18 1 1 2.4 7 0.6844
10384 "ανίδεος" 21 21 0.9067 1.3424 0.3813 1.3424 19 2 3 1.75 7 0.7565
10385 "ανίδεους" 4 4 0.1727 0.6990 0.0726 0.6990 4 0 0 2.45 8 0.1441
10386 "ανιδιοτέλεια" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 1 3.95 12 0.1081
10387 "ανιδιοτελείς" 4 4 0.1727 0.6990 0.0726 0.6990 3 1 1 3.75 12 0.1441
10388 "ανιδιοτελές" 7 7 0.3022 0.9031 0.1271 0.9031 7 0 2 3.35 11 0.2522
10389 "ανιδιοτελή" 6 6 0.2591 0.8451 0.1089 0.8451 6 0 0 3.4 10 0.2161
10390 "ανιδιοτελής" 24 20 1.0362 1.3979 0.3631 1.3222 23 1 2 3.65 11 0.8645
10391 "ανιδιοτελώς" 6 6 0.2591 0.8451 0.1089 0.8451 5 1 2 3.95 11 0.2161
10392 "ανίερα" 5 4 0.2159 0.7782 0.0726 0.6990 5 0 4 1.8 6 0.1801
10393 "ανίερες" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 2 1.9 7 0.1081
10394 "ανίερη" 8 8 0.3454 0.9542 0.1452 0.9542 7 1 3 1.85 6 0.2882
10395 "ανίερο" 15 11 0.6476 1.2041 0.1997 1.0792 13 2 4 1.7 6 0.5403
10396 "ανίερος" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 3 1.75 7 0.0360
10397 "ανίερου" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 1.85 7 0.0360
10398 "ανίερους" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 1 1.95 8 0.0720
10399 "ανίερων" 2 1 0.0864 0.4771 0.0182 0.3010 2 0 1 1.95 7 0.0720
10400 "ανίκανα" 5 5 0.2159 0.7782 0.0908 0.7782 5 0 3 1.85 7 0.1801
10401 "Ανίκανε" 18 17 0.7772 1.2788 0.3086 1.2553 8 10 4 1.7 7 0.6484
10402 "ανίκανες" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 1 2 8 0.0720
10403 "ανίκανη" 68 55 2.9359 1.8388 0.9985 1.7482 61 7 3 1.9 7 2.4495
10404 "ανίκανο" 43 41 1.8565 1.6435 0.7444 1.6232 41 2 3 1.7 7 1.5489
10405 "ανίκανοι" 64 59 2.7632 1.8129 1.0712 1.7782 58 6 2 2.1 8 2.3054
10406 "ανικανοποίητες" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 1 3.7 14 0.0720
10407 "ανικανοποίητη" 15 15 0.6476 1.2041 0.2723 1.2041 15 0 1 3.7 13 0.5403
10408 "ανικανοποίητο" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 1 3.75 13 0.0720
10409 "Ανικανοποίητοι" 3 3 0.1295 0.6021 0.0545 0.6021 1 2 1 4.05 14 0.1081
10410 "ανικανοποίητος" 11 10 0.4749 1.0792 0.1816 1.0414 11 0 2 3.95 14 0.3962
10411 "ανίκανος" 192 145 8.2897 2.2856 2.6325 2.1644 173 19 3 1.95 8 6.9161
10412 "ανικανότητα" 86 74 3.7131 1.9395 1.3435 1.8751 76 10 0 3.25 11 3.0978
10413 "ανικανότητας" 23 22 0.9930 1.3802 0.3994 1.3617 22 1 0 3.25 12 0.8285
10414 "ανίκανου" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 2 2.15 8 0.0720
10415 "ανίκανους" 19 17 0.8203 1.3010 0.3086 1.2553 19 0 0 2.3 9 0.6844
10416 "ανίκανων" 3 2 0.1295 0.6021 0.0363 0.4771 3 0 0 2.25 8 0.1081
10417 "ανίκητα" 3 3 0.1295 0.6021 0.0545 0.6021 2 1 2 1.85 7 0.1081
10418 "ανίκητη" 12 12 0.5181 1.1139 0.2179 1.1139 12 0 2 1.8 7 0.4323
10419 "ανίκητης" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 2.1 8 0.0360
10420 "ανίκητο" 14 11 0.6045 1.1761 0.1997 1.0792 11 3 2 1.8 7 0.5043
10421 "ανίκητοι" 17 15 0.7340 1.2553 0.2723 1.2041 16 1 2 2.2 8 0.6124
10422 "ανίκητος" 72 61 3.1086 1.8633 1.1075 1.7924 66 6 3 1.85 8 2.5935
10423 "ανίκητου" 2 2 0.0864 0.4771 0.0363 0.4771 1 1 2 2.25 8 0.0720
10424 "ανίκητους" 5 4 0.2159 0.7782 0.0726 0.6990 5 0 0 2.25 9 0.1801
10425 "ανιλίνη" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.7 7 0.0360
10426 "ανιλίνης" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.8 8 0.0360
10427 "ανιόν" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 3 1.85 5 0.0360
10428 "ανιούσα" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 0 2 7 0.0720
10429 "άνισες" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 3 1.8 6 0.0360
10430 "άνιση" 11 10 0.4749 1.0792 0.1816 1.0414 10 1 3 1.8 5 0.3962
10431 "ανίσκιωτη" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 3.95 9 0.0360
10432 "άνισο" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 1 1.9 5 0.0720
10433 "ανισόπεδη" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 1 3.8 9 0.0720
10434 "ανισόπεδο" 5 5 0.2159 0.7782 0.0908 0.7782 5 0 1 3.8 9 0.1801
10435 "ανισόρροπα" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 3 2.65 10 0.0360
10436 "Ανισόρροπε" 1 1 0.0432 0.3010 0.0182 0.3010 0 1 3 2.6 10 0.0360
10437 "ανισόρροπες" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 2.4 11 0.0360
10438 "ανισόρροπη" 14 13 0.6045 1.1761 0.2360 1.1461 13 1 3 2.8 10 0.5043
10439 "ανισορροπία" 15 13 0.6476 1.2041 0.2360 1.1461 14 1 0 2.6 11 0.5403
10440 "ανισορροπίας" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 2.8 12 0.0360
10441 "ανισορροπίες" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 2.85 12 0.0360
10442 "ανισόρροπο" 8 8 0.3454 0.9542 0.1452 0.9542 7 1 3 2.6 10 0.2882
10443 "ανισόρροποι" 5 5 0.2159 0.7782 0.0908 0.7782 4 1 2 2.65 11 0.1801
10444 "ανισόρροπος" 22 20 0.9499 1.3617 0.3631 1.3222 19 3 3 2.55 11 0.7925
10445 "ανισόρροπου" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 2 2.65 11 0.0720
10446 "ανισόρροπους" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 0 2.8 12 0.1081
10447 "ανισόρροπων" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 0 2.95 11 0.0720
10448 "άνισος" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 2 1.85 6 0.0360
10449 "ανισότητα" 6 4 0.2591 0.8451 0.0726 0.6990 5 1 0 2.8 9 0.2161
10450 "ανισότητες" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 0 2.95 10 0.0720
10451 "ανίσχυρες" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 1 2.1 9 0.1081
10452 "ανίσχυρη" 12 12 0.5181 1.1139 0.2179 1.1139 12 0 1 2.1 8 0.4323
10453 "ανίσχυρο" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 1 1.95 8 0.1081
10454 "ανίσχυροι" 14 12 0.6045 1.1761 0.2179 1.1139 14 0 2 2.15 9 0.5043
10455 "ανίσχυρος" 11 11 0.4749 1.0792 0.1997 1.0792 11 0 3 1.85 9 0.3962
10456 "ανίσχυρου" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 2 2.05 9 0.0360
10457 "ανίσχυρους" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 0 2.4 10 0.0720
10458 "ανίσχυρων" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.6 9 0.0360
10459 "ανίχνευα" 3 3 0.1295 0.6021 0.0545 0.6021 2 1 2 2.35 8 0.1081
10460 "ανιχνεύαμε" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.55 10 0.0360
10461 "ανίχνευε" 2 2 0.0864 0.4771 0.0363 0.4771 1 1 2 1.95 8 0.0720
10462 "ανιχνεύει" 31 30 1.3384 1.5051 0.5447 1.4914 25 6 0 1.9 9 1.1167
10463 "ανιχνεύεις" 4 4 0.1727 0.6990 0.0726 0.6990 4 0 0 2.35 10 0.1441
10464 "ανιχνεύεται" 21 21 0.9067 1.3424 0.3813 1.3424 21 0 0 2.85 11 0.7565
10465 "Ανιχνεύετε" 1 1 0.0432 0.3010 0.0182 0.3010 0 1 1 2.3 10 0.0360
10466 "ανιχνευθεί" 12 12 0.5181 1.1139 0.2179 1.1139 12 0 2 2.4 10 0.4323
10467 "ανιχνεύθηκε" 6 6 0.2591 0.8451 0.1089 0.8451 4 2 1 2.9 11 0.2161
10468 "ανιχνευθούν" 4 4 0.1727 0.6990 0.0726 0.6990 4 0 2 3.15 11 0.1441
10469 "ανιχνευμένη" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 3 11 0.0360
10470 "ανιχνεύονται" 9 9 0.3886 1.0000 0.1634 1.0000 8 1 1 3.65 12 0.3242
10471 "ανιχνεύοντας" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 1 3.65 12 0.0720
10472 "ανιχνεύουμε" 13 11 0.5613 1.1461 0.1997 1.0792 10 3 0 2.75 11 0.4683
10473 "ανιχνεύουν" 16 15 0.6908 1.2304 0.2723 1.2041 13 3 0 2.55 10 0.5763
10474 "Ανίχνευσα" 3 3 0.1295 0.6021 0.0545 0.6021 1 2 3 1.85 9 0.1081
10475 "ανιχνεύσαμε" 25 22 1.0794 1.4150 0.3994 1.3617 14 11 1 2.2 11 0.9005
10476 "ανίχνευσαν" 20 15 0.8635 1.3222 0.2723 1.2041 17 3 0 2.2 10 0.7204
10477 "ανιχνεύσατε" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 2 2.45 11 0.0360
10478 "ανίχνευσε" 22 18 0.9499 1.3617 0.3268 1.2788 17 5 3 1.65 9 0.7925
10479 "ανιχνεύσει" 22 20 0.9499 1.3617 0.3631 1.3222 22 0 3 1.85 10 0.7925
10480 "ανιχνεύσεις" 15 11 0.6476 1.2041 0.1997 1.0792 15 0 0 2.3 11 0.5403
10481 "ανίχνευσες" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 3 1.75 10 0.0360
10482 "ανιχνεύσετε" 4 4 0.1727 0.6990 0.0726 0.6990 4 0 1 2.4 11 0.1441
10483 "ανίχνευση" 119 93 5.1379 2.0792 1.6885 1.9731 88 31 4 2 9 4.2866
10484 "ανίχνευσης" 82 61 3.5404 1.9191 1.1075 1.7924 80 2 2 2.2 10 2.9538
10485 "ανιχνεύσιμα" 7 7 0.3022 0.9031 0.1271 0.9031 7 0 2 2.45 11 0.2522
10486 "ανιχνεύσιμες" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 2.55 12 0.0360
10487 "ανιχνεύσιμη" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 2 2.45 11 0.0360
10488 "ανιχνεύσιμο" 20 17 0.8635 1.3222 0.3086 1.2553 20 0 2 2.4 11 0.7204
10489 "ανιχνεύσιμοι" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 3.1 12 0.0360
10490 "ανιχνεύσιμος" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 2 2.85 12 0.0360
10491 "ανιχνεύσιμων" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 3.15 12 0.0360
10492 "ανιχνεύσουμε" 14 10 0.6045 1.1761 0.1816 1.0414 14 0 0 2.85 12 0.5043
10493 "ανιχνεύσουν" 26 22 1.1226 1.4314 0.3994 1.3617 26 0 2 2.55 11 0.9366
10494 "Ανιχνεύστε" 1 1 0.0432 0.3010 0.0182 0.3010 0 1 1 1.9 10 0.0360
10495 "ανιχνεύσω" 10 9 0.4318 1.0414 0.1634 1.0000 10 0 3 2.05 9 0.3602
10496 "ανιχνευτεί" 8 8 0.3454 0.9542 0.1452 0.9542 8 0 3 2.05 10 0.2882
10497 "ανιχνευτές" 202 131 8.7215 2.3075 2.3784 2.1206 189 13 3 2.05 10 7.2763
10498 "ανιχνευτή" 178 131 7.6852 2.2529 2.3784 2.1206 170 8 1 2.05 9 6.4118
10499 "ανιχνεύτηκε" 14 12 0.6045 1.1761 0.2179 1.1139 7 7 1 2.65 11 0.5043
10500 "ανιχνευτής" 146 104 6.3036 2.1673 1.8882 2.0212 118 28 2 2.4 10 5.2591
10501 "ανιχνευτικά" 7 5 0.3022 0.9031 0.0908 0.7782 7 0 2 2.65 11 0.2522
10502 "ανιχνευτική" 7 7 0.3022 0.9031 0.1271 0.9031 6 1 2 2.6 11 0.2522
10503 "ανιχνευτικό" 15 12 0.6476 1.2041 0.2179 1.1139 13 2 2 2.6 11 0.5403
10504 "ανιχνευτικού" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 3.3 12 0.0360
10505 "ανιχνευτούν" 5 5 0.2159 0.7782 0.0908 0.7782 5 0 2 2.8 11 0.1801
10506 "ανιχνευτών" 17 17 0.7340 1.2553 0.3086 1.2553 17 0 0 2.55 10 0.6124
10507 "Ανιχνεύω" 18 17 0.7772 1.2788 0.3086 1.2553 3 15 2 2.4 8 0.6484
10508 "ανιψάκι" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 0 2.7 7 0.0720
10509 "ανιψάκια" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.7 8 0.0360
10510 "ανίψι" 3 2 0.1295 0.6021 0.0363 0.4771 3 0 1 1.75 5 0.1081
10511 "ανιψιά" 157 95 6.7786 2.1987 1.7248 1.9823 153 4 5 1.55 6 5.6554
10512 "ανίψια" 18 15 0.7772 1.2788 0.2723 1.2041 17 1 5 1.55 6 0.6484
10513 "ανιψιάς" 11 10 0.4749 1.0792 0.1816 1.0414 11 0 4 1.7 7 0.3962
10514 "ανιψίδια" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.75 8 0.0360
10515 "ανιψιέ" 21 14 0.9067 1.3424 0.2542 1.1761 14 7 4 1.7 6 0.7565
10516 "ανιψιές" 10 9 0.4318 1.0414 0.1634 1.0000 10 0 3 1.8 7 0.3602
10517 "ανιψιό" 109 85 4.7061 2.0414 1.5432 1.9345 109 0 5 1.55 6 3.9263
10518 "ανιψιοί" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 3 1.8 7 0.0720
10519 "ανιψιός" 196 133 8.4624 2.2945 2.4147 2.1271 187 9 6 1.6 7 7.0602
10520 "ανιψιού" 18 17 0.7772 1.2788 0.3086 1.2553 18 0 3 1.75 7 0.6484
10521 "ανιψιούς" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 0 2.2 8 0.0720
10522 "ανιψιών" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2 7 0.0360
10523 "ανιψούλα" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.8 8 0.0360
10524 "ανκόρ" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 0 2.2 5 0.0720
10525 "Άννα" 960 150 41.4485 2.9827 2.7233 2.1790 38 922 4 1.6 4 34.5806
10526 "Άννας" 32 20 1.3816 1.5185 0.3631 1.3222 1 31 2 1.8 5 1.1527
10527 "Αννίβα" 7 4 0.3022 0.9031 0.0726 0.6990 0 7 0 2.25 6 0.2522
10528 "Αννίβας" 7 5 0.3022 0.9031 0.0908 0.7782 0 7 0 2.7 7 0.2522
10529 "Αννούλα" 5 2 0.2159 0.7782 0.0363 0.4771 0 5 1 2.3 7 0.1801
10530 "ανοδικά" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 1.95 7 0.0360
10531 "ανοδικές" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 1 1.95 8 0.0720
10532 "ανοδική" 8 8 0.3454 0.9542 0.1452 0.9542 8 0 1 1.9 7 0.2882
10533 "ανοδικής" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 1 2.05 8 0.0720
10534 "ανοδικοί" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.2 8 0.0360
10535 "άνοδο" 62 48 2.6769 1.7993 0.8715 1.6902 61 1 1 1.85 5 2.2333
10536 "άνοδος" 59 51 2.5474 1.7782 0.9259 1.7160 56 3 3 1.8 6 2.1253
10537 "ανόδου" 24 16 1.0362 1.3979 0.2905 1.2304 24 0 1 1.9 6 0.8645
10538 "ανοησία" 307 250 13.2549 2.4886 4.5389 2.3997 282 25 1 1.8 7 11.0586
10539 "ανοησίας" 8 8 0.3454 0.9542 0.1452 0.9542 8 0 2 1.95 8 0.2882
10540 "ανοησίες" 878 609 37.9081 2.9440 11.0566 2.7853 576 302 2 1.95 8 31.6269
10541 "ανόητα" 116 107 5.0084 2.0682 1.9426 2.0334 108 8 4 1.8 6 4.1785
10542 "ανόητε" 318 251 13.7298 2.5038 4.5570 2.4014 175 143 4 1.75 6 11.4548
10543 "ανόητες" 69 63 2.9791 1.8451 1.1438 1.8062 63 6 3 1.8 7 2.4855
10544 "ανόητη" 442 350 19.0836 2.6464 6.3544 2.5453 395 47 4 1.7 6 15.9215
10545 "ανόητης" 4 4 0.1727 0.6990 0.0726 0.6990 4 0 2 1.85 7 0.1441
10546 "ανόητο" 543 425 23.4443 2.7356 7.7160 2.6294 487 56 4 1.6 6 19.5597
10547 "ανόητοι" 168 136 7.2535 2.2279 2.4691 2.1367 135 33 3 1.8 7 6.0516
10548 "ανόητος" 561 423 24.2215 2.7497 7.6797 2.6274 546 15 5 1.65 7 20.2081
10549 "ανόητου" 14 14 0.6045 1.1761 0.2542 1.1761 14 0 2 1.8 7 0.5043
10550 "ανόητους" 53 50 2.2883 1.7324 0.9078 1.7076 51 2 1 2 8 1.9091
10551 "ανοήτων" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 0 1.9 7 0.1081
10552 "ανόητων" 6 6 0.2591 0.8451 0.1089 0.8451 6 0 0 1.9 7 0.2161
10553 "ανόθευτα" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 2.85 8 0.0360
10554 "ανόθευτο" 6 6 0.2591 0.8451 0.1089 0.8451 4 2 1 2.8 8 0.2161
10555 "άνοια" 29 21 1.2521 1.4771 0.3813 1.3424 29 0 1 1.45 5 1.0446
10556 "άνοιας" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 0 1.7 6 0.1081
10557 "άνοιγα" 41 41 1.7702 1.6232 0.7444 1.6232 37 4 3 1.65 6 1.4769
10558 "ανοίγαμε" 17 17 0.7340 1.2553 0.3086 1.2553 13 4 2 2.25 8 0.6124
10559 "Ανοίγαν" 1 1 0.0432 0.3010 0.0182 0.3010 0 1 2 1.75 7 0.0360
10560 "άνοιγαν" 29 29 1.2521 1.4771 0.5265 1.4771 27 2 2 1.75 7 1.0446
10561 "ανοίγατε" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 3 2.15 8 0.1081
10562 "άνοιγε" 78 73 3.3677 1.8976 1.3253 1.8692 75 3 3 1.75 6 2.8097
10563 "ανοίγει" 684 568 29.5321 2.8357 10.3123 2.7551 588 96 2 1.8 7 24.6387
10564 "ανοίγεις" 267 240 11.5279 2.4281 4.3573 2.3820 228 39 1 2.15 8 9.6177
10565 "άνοιγες" 32 31 1.3816 1.5185 0.5628 1.5051 32 0 2 1.8 7 1.1527
10566 "ανοίγεσαι" 12 12 0.5181 1.1139 0.2179 1.1139 9 3 1 2.5 9 0.4323
10567 "ανοίγεται" 18 18 0.7772 1.2788 0.3268 1.2788 14 4 1 2.35 9 0.6484
10568 "ανοίγετε" 63 60 2.7201 1.8062 1.0893 1.7853 45 18 2 2.25 8 2.2694
10569 "άνοιγμα" 253 195 10.9234 2.4048 3.5403 2.2923 225 28 0 2 7 9.1134
10570 "ανοίγματα" 29 21 1.2521 1.4771 0.3813 1.3424 25 4 0 2.6 9 1.0446
10571 "ανοίγματος" 7 6 0.3022 0.9031 0.1089 0.8451 7 0 0 2.75 10 0.2522
10572 "ανοιγμάτων" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.85 10 0.0360
10573 "ανοιγμένα" 12 11 0.5181 1.1139 0.1997 1.0792 12 0 1 2.65 9 0.4323
